"high_income","male","married","higher_edu","managerial_occ","high_hours","gov_jobs","race","age","native_country"
0,1,6,13,3,40,8,4,31,39
0,0,2,10,1,20,8,4,55,39
0,1,6,9,3,99,4,4,64,39
0,0,1,9,12,35,8,3,20,39
1,1,6,9,5,60,3,4,44,39
0,1,2,7,14,50,8,4,35,39
0,0,2,10,4,40,4,4,41,39
0,0,2,10,4,40,8,3,38,39
1,1,6,13,3,45,5,4,64,39
0,1,1,4,6,40,8,3,42,39
1,1,6,10,4,50,8,4,31,11
0,1,6,12,14,50,3,4,42,39
1,0,6,12,8,35,8,4,35,39
1,0,2,10,4,40,7,3,36,39
0,1,1,8,7,30,8,4,23,26
0,1,1,10,1,14,8,4,20,39
0,0,1,13,10,40,4,3,26,39
0,1,1,13,14,65,7,3,56,39
0,0,2,12,8,40,8,4,40,39
0,1,1,7,6,24,8,4,19,39
0,0,1,9,7,40,8,3,33,39
0,1,1,12,1,40,7,4,45,4
1,1,6,9,10,43,8,4,41,39
0,1,6,9,8,40,8,4,29,39
1,0,6,14,10,45,4,4,46,39
0,1,6,12,14,45,8,4,48,39
0,1,6,9,12,45,8,4,38,39
0,0,1,10,1,40,8,3,29,39
0,1,6,9,3,40,8,4,35,39
0,1,6,13,11,30,4,3,59,39
0,1,6,9,8,40,8,4,27,39
1,1,6,10,6,40,8,4,43,39
0,1,6,13,4,20,8,4,70,5
0,1,1,9,7,45,8,4,30,39
1,1,6,10,14,40,8,4,24,39
0,1,6,9,11,15,4,4,76,39
0,1,4,9,3,40,8,4,25,26
0,0,1,12,8,56,8,4,39,39
0,0,2,13,10,40,4,3,36,39
0,0,1,8,7,40,8,4,23,39
0,0,2,4,7,40,8,4,60,39
1,1,6,2,3,40,8,3,54,14
0,0,1,10,12,40,8,4,20,39
0,1,1,9,1,40,7,4,22,39
0,0,1,13,10,20,8,4,24,39
0,1,6,9,3,40,8,4,41,39
0,1,6,10,3,40,8,4,35,39
0,1,1,3,6,55,8,4,23,26
1,1,6,16,4,50,5,4,54,39
0,1,1,7,6,16,8,4,17,39
0,0,1,9,1,40,8,4,43,39
0,1,2,8,3,42,8,4,33,39
1,1,2,10,1,40,7,4,38,39
0,1,6,9,8,45,3,3,54,39
0,0,1,9,7,52,8,3,39,39
0,1,4,10,13,40,8,1,32,39
0,1,6,4,1,40,4,4,61,39
0,1,1,13,4,40,8,4,22,39
1,1,6,9,8,40,8,4,34,39
0,0,1,6,9,20,8,3,18,39
0,1,1,9,3,25,8,4,20,39
0,1,2,9,13,40,7,4,53,39
0,0,1,10,1,40,8,4,32,39
0,1,6,10,8,30,3,4,68,39
0,0,4,10,8,15,8,4,28,39
0,1,6,10,14,40,8,4,28,8
1,1,6,10,10,56,8,3,54,14
0,1,6,10,3,40,8,4,25,39
1,1,6,14,10,50,8,2,30,19
0,1,1,10,8,32,8,4,33,39
0,0,1,13,13,40,8,2,49,19
1,1,6,11,10,24,8,4,45,39
0,1,6,4,14,40,8,3,67,39
1,1,6,9,8,40,6,4,69,39
0,0,2,9,4,40,8,4,61,39
0,1,6,10,3,40,8,4,34,39
0,1,6,10,3,45,8,4,28,39
0,0,1,9,7,34,8,4,19,39
0,1,6,10,3,40,3,4,31,39
0,1,1,10,4,40,7,4,32,39
0,0,1,12,4,60,8,4,53,39
0,0,1,9,1,37,8,4,46,39
0,1,6,4,5,40,3,4,43,5
1,1,6,10,5,99,8,4,39,39
0,1,2,4,14,40,8,4,59,39
0,0,1,10,12,38,8,4,19,39
1,1,6,10,7,40,8,4,40,39
0,1,6,6,5,50,6,4,63,39
0,0,2,10,12,40,8,4,46,39
0,1,1,6,7,40,8,4,22,39
0,1,1,12,10,45,8,4,36,39
1,1,6,10,3,40,8,4,57,39
0,1,1,9,8,25,8,4,58,39
1,1,6,10,14,35,8,4,59,39
0,1,6,9,3,45,8,4,36,39
0,1,6,14,4,45,8,4,29,11
0,1,2,13,10,45,6,4,49,39
1,1,6,12,12,55,8,4,42,39
0,1,6,10,14,17,4,4,43,39
0,1,6,9,4,40,8,4,46,39
0,0,1,10,4,12,4,4,43,39
0,0,2,12,14,40,8,4,40,39
0,1,6,8,14,40,8,4,43,39
0,0,3,9,1,32,8,4,48,39
0,1,1,9,6,28,8,3,26,39
0,0,6,11,1,35,8,4,30,39
1,1,6,10,12,40,8,4,58,39
0,1,2,9,5,40,8,3,43,39
0,1,6,9,8,40,4,3,53,39
0,1,4,10,12,16,5,4,74,39
1,1,6,13,10,40,8,4,45,39
0,0,1,3,7,10,5,4,32,39
1,0,6,10,12,40,8,4,38,39
1,1,6,13,12,40,3,4,42,39
0,1,6,9,12,35,8,4,63,39
0,0,1,10,1,35,4,3,25,39
0,1,6,10,3,40,8,3,37,39
0,1,6,9,3,40,3,4,28,22
0,1,6,10,8,40,8,4,31,39
1,1,6,15,10,50,8,4,46,39
1,1,2,13,12,44,8,4,44,39
1,0,1,14,10,40,4,4,42,39
1,1,4,16,4,40,8,4,45,39
0,1,2,13,12,60,8,4,52,39
1,1,6,13,4,40,8,4,40,39
0,1,1,9,12,40,8,4,26,39
0,0,1,6,8,14,8,4,17,39
0,1,6,10,8,40,8,4,27,39
1,1,6,10,4,50,6,4,71,39
0,1,6,13,10,50,8,4,35,39
0,1,1,6,8,16,8,4,17,39
1,1,6,9,14,52,8,4,26,39
0,0,1,10,7,35,8,4,22,39
1,1,6,13,4,60,8,4,51,39
0,1,6,10,3,40,8,4,33,39
1,1,6,12,4,50,4,3,41,39
1,1,6,14,4,50,8,4,50,39
0,0,6,9,1,40,8,4,26,39
0,0,1,9,6,40,8,3,21,39
1,1,6,9,7,40,8,4,53,39
1,1,6,9,4,40,6,4,32,39
0,0,1,10,12,20,8,4,19,39
0,0,1,13,1,35,8,4,22,39
1,1,6,9,4,60,8,4,58,39
1,1,5,13,4,60,7,4,47,39
1,1,6,10,4,45,6,4,51,39
1,1,6,13,4,48,5,4,42,39
0,1,1,13,4,40,8,4,28,39
0,0,6,9,1,35,8,2,29,40
1,1,6,9,4,50,8,4,50,39
0,0,1,10,8,30,8,4,22,39
0,0,2,10,8,45,3,4,47,39
0,0,3,10,12,27,8,4,60,39
1,0,6,9,12,40,3,4,46,39
1,1,6,13,10,60,6,4,58,39
0,0,3,10,1,40,8,4,62,39
0,0,3,9,7,40,8,4,59,39
0,0,4,9,8,40,8,4,41,26
0,0,6,9,1,37,8,4,31,39
0,0,1,9,1,40,8,4,18,39
0,1,6,9,3,50,3,4,64,39
0,1,6,9,14,65,3,4,51,39
0,1,1,13,12,35,3,4,47,39
1,1,3,13,12,35,8,4,68,39
0,1,6,5,6,43,8,4,39,26
0,0,2,12,4,48,8,4,37,39
0,0,1,9,8,40,8,4,29,39
1,1,6,15,10,40,8,4,46,39
1,1,6,5,3,40,3,4,40,39
1,0,6,13,1,40,4,4,52,39
1,1,6,13,4,40,8,4,40,39
0,1,2,5,8,40,8,4,61,39
0,1,6,9,4,50,8,4,30,39
0,1,6,7,8,40,3,4,61,39
1,1,6,11,14,84,8,4,33,39
1,1,6,13,10,65,4,4,32,39
0,0,1,12,1,40,8,4,32,39
1,1,2,13,10,35,3,4,32,39
0,1,2,9,12,40,8,4,37,39
0,1,6,7,3,45,8,4,53,39
1,1,6,14,12,40,6,4,51,39
0,1,1,11,12,45,8,3,29,39
0,1,6,9,7,40,8,4,48,39
1,1,1,9,14,40,8,4,69,39
0,0,1,14,13,40,8,4,28,39
1,0,3,13,10,40,4,4,55,39
1,1,6,11,3,40,8,4,45,39
0,0,1,10,8,20,8,4,18,39
0,1,6,4,3,40,8,4,60,39
0,1,1,10,1,10,8,4,19,39
0,1,1,7,3,25,8,4,18,39
0,1,6,10,8,40,8,4,33,39
0,0,2,10,13,40,8,4,33,39
0,0,1,14,10,45,8,4,29,39
0,1,6,10,12,45,8,4,37,39
1,1,6,9,14,50,8,4,50,39
0,0,3,6,1,35,8,4,28,39
0,0,1,10,8,35,8,4,23,39
0,1,6,4,3,40,8,4,47,39
0,1,1,10,13,35,8,4,21,39
0,0,1,10,8,12,8,4,19,39
1,0,6,13,10,50,4,4,47,39
1,1,6,14,10,40,7,4,36,39
1,1,6,13,5,60,6,4,62,39
1,1,6,9,13,40,8,4,65,39
1,1,6,15,10,45,3,4,46,39
0,1,1,7,3,40,8,4,35,39
0,1,6,5,7,40,8,4,50,39
0,0,1,10,12,6,8,4,20,39
0,0,1,7,1,16,8,4,17,39
0,1,6,10,3,40,8,4,33,39
0,1,6,13,10,50,3,4,53,39
1,1,6,13,12,40,6,4,47,39
0,1,6,14,12,35,6,4,62,39
0,1,2,9,8,40,8,3,35,39
0,0,1,13,1,43,8,4,27,39
0,1,1,9,13,50,8,4,23,39
0,0,1,14,10,45,8,4,27,39
0,0,2,11,1,40,8,4,39,39
0,0,6,13,1,38,8,3,25,39
0,0,1,10,4,20,8,3,24,39
0,1,6,9,8,40,8,4,23,39
1,0,6,13,10,35,8,4,29,39
0,0,6,13,10,38,8,4,30,39
0,1,4,9,3,45,8,4,34,32
0,0,4,6,3,40,8,4,32,39
0,1,1,7,8,23,8,3,18,39
0,0,1,11,12,35,8,3,20,39
1,1,6,13,10,45,5,4,38,39
0,0,1,8,8,20,8,4,18,39
0,1,6,5,3,40,8,4,41,39
0,0,1,11,8,50,8,4,21,39
1,1,6,9,11,48,5,4,36,39
0,0,2,10,8,30,8,4,61,39
0,1,6,10,7,48,8,4,30,39
1,1,6,10,1,40,8,4,26,39
1,0,6,13,13,40,8,4,27,39
1,1,6,9,7,45,8,4,45,39
0,0,2,9,1,38,8,4,47,39
0,0,1,10,1,10,8,4,19,39
0,0,1,9,1,55,8,4,29,39
1,1,6,9,4,70,6,4,51,39
0,1,6,12,10,60,4,4,34,39
0,1,6,9,12,45,3,4,42,39
0,1,1,3,5,40,8,3,26,26
0,1,1,10,6,15,5,4,20,39
1,1,1,12,10,50,8,4,43,39
0,0,1,10,8,20,8,4,20,39
0,1,6,9,4,50,8,4,27,39
1,1,6,10,3,40,7,4,46,39
0,1,1,9,14,40,8,4,39,39
0,1,1,10,1,49,8,4,33,39
0,1,6,11,1,32,8,4,42,39
0,1,1,9,1,25,8,4,23,39
1,0,6,13,4,42,8,4,29,39
0,1,1,9,14,60,8,4,27,39
0,1,2,9,3,35,3,4,43,39
0,1,1,10,6,40,8,4,23,39
0,0,2,14,10,44,4,4,40,39
1,1,6,10,11,61,4,4,35,39
0,1,1,9,12,40,8,4,30,39
0,1,6,7,14,40,8,1,59,39
0,1,6,10,4,40,3,4,65,39
0,1,6,14,10,60,8,4,28,39
0,1,6,13,12,40,8,4,79,39
1,0,6,14,10,35,4,3,43,39
0,1,6,4,7,40,8,4,54,39
0,1,6,9,6,62,8,4,27,39
1,1,6,13,10,35,8,4,30,39
0,0,5,9,8,65,8,4,34,39
0,1,1,7,10,3,8,4,18,39
1,0,6,11,10,15,3,4,40,39
0,1,6,5,12,40,8,4,28,39
0,0,1,9,1,40,8,4,18,39
0,1,6,10,3,40,8,4,46,39
0,0,1,9,1,35,8,4,23,39
1,1,6,14,4,40,7,4,41,39
1,1,2,10,4,50,8,4,48,39
0,1,1,13,10,50,8,4,29,39
0,0,2,7,6,40,8,4,41,39
0,1,4,5,8,40,8,4,41,39
0,1,6,12,10,55,8,4,34,39
0,1,2,12,12,50,3,4,49,39
0,1,4,9,12,50,8,4,49,39
0,1,1,9,6,40,8,4,30,39
0,1,1,13,12,40,8,4,28,39
0,1,6,13,4,40,5,4,62,39
0,1,6,10,10,52,8,4,41,39
0,1,1,10,3,40,8,4,20,39
0,1,5,1,8,40,8,2,61,3
0,1,1,13,13,60,8,4,30,18
0,0,1,15,10,55,7,4,29,39
0,0,2,14,12,45,8,4,50,39
1,1,6,9,3,40,7,4,44,39
1,1,6,13,10,45,8,4,25,39
0,0,2,11,12,40,8,4,62,39
0,0,3,10,7,40,8,4,57,39
0,1,1,13,4,45,8,4,35,39
0,0,1,13,12,40,8,4,26,39
0,0,6,4,7,40,8,4,60,39
0,1,6,10,3,40,8,4,22,39
0,1,1,9,3,40,8,4,26,39
0,1,1,10,1,20,8,4,26,39
1,1,6,13,12,40,8,4,44,39
0,1,1,13,4,40,8,4,32,39
0,1,6,13,12,50,3,4,66,39
0,0,1,1,7,30,8,4,24,39
0,1,1,10,8,25,8,4,19,39
1,1,6,13,4,50,6,4,54,39
0,1,1,9,7,40,8,4,37,39
1,1,6,13,4,50,8,4,38,39
0,1,6,10,12,25,8,4,34,39
0,1,2,9,3,15,3,1,35,39
0,1,6,14,10,40,7,4,42,39
1,0,6,13,4,40,7,4,47,39
0,0,2,13,10,80,6,4,29,39
0,1,1,9,13,40,8,4,34,39
1,1,6,13,10,70,6,4,38,39
0,1,2,9,4,40,6,3,62,39
0,1,6,9,3,40,8,4,35,39
0,0,6,9,1,40,8,4,37,39
0,1,6,9,5,40,8,4,47,39
0,1,6,10,3,40,8,4,37,39
0,0,1,11,9,30,8,4,22,39
1,1,6,7,14,40,6,4,60,39
0,1,6,10,3,40,8,4,31,39
0,1,6,9,3,40,8,4,63,39
0,1,6,7,7,40,8,4,30,39
1,1,6,15,10,40,6,4,40,39
0,1,6,10,8,60,3,4,35,39
0,1,6,10,3,40,4,4,50,39
0,0,1,10,12,10,8,4,18,39
0,1,6,11,11,40,8,4,33,39
0,1,6,4,5,70,3,4,59,39
0,1,1,7,8,20,8,4,17,39
1,1,6,9,14,40,8,1,47,39
0,1,1,13,10,40,8,4,26,39
1,0,6,10,11,40,4,4,32,10
0,1,6,9,3,40,8,4,55,39
0,0,1,10,13,40,5,3,36,39
1,1,6,9,1,40,8,4,54,39
1,0,1,14,4,45,8,4,32,39
1,1,6,16,4,40,4,4,52,39
0,0,5,9,12,28,8,3,39,23
0,0,1,9,4,45,7,4,39,39
1,1,6,9,4,50,3,4,59,39
0,1,2,13,10,40,7,4,55,39
1,1,6,9,14,60,3,4,54,39
0,1,6,9,8,40,8,4,31,39
0,0,6,9,1,40,8,1,30,39
0,0,5,13,4,40,7,4,47,39
0,1,2,12,4,40,8,4,31,39
0,1,2,13,3,47,3,2,32,20
0,0,1,11,7,40,8,3,33,39
0,1,2,9,3,40,8,4,31,39
0,1,6,9,7,40,8,4,32,39
0,1,5,9,8,35,8,4,46,26
0,0,5,9,8,20,8,4,29,10
0,1,6,9,14,40,5,3,41,39
1,1,6,9,4,60,8,4,39,39
1,0,6,9,1,20,8,4,34,39
0,1,1,13,1,24,8,3,23,39
1,1,6,14,12,65,6,4,53,39
0,1,5,9,3,40,3,2,45,37
0,0,2,9,12,40,8,4,47,39
1,0,2,14,13,35,8,3,42,39
0,1,6,10,7,40,8,4,53,39
0,1,2,9,12,55,6,4,38,39
0,1,1,9,14,70,8,4,26,39
0,1,1,7,6,20,8,4,18,39
0,0,4,6,8,40,8,3,43,39
0,0,1,13,1,32,8,3,26,39
0,0,2,13,1,40,8,4,47,39
1,1,6,11,3,65,8,4,26,39
0,0,2,10,11,38,5,4,32,39
1,1,6,16,10,55,6,4,48,39
1,0,2,14,4,60,8,3,39,39
0,1,6,13,10,40,6,4,58,39
0,0,1,4,8,60,3,4,55,39
0,1,1,9,5,55,8,4,40,39
0,1,2,9,3,40,8,4,33,39
1,1,5,16,10,25,3,4,74,39
0,1,3,9,5,55,3,4,49,39
1,0,3,7,8,65,3,4,56,12
1,0,1,13,10,40,8,4,29,39
0,1,1,12,7,48,8,3,25,39
0,1,6,8,1,40,8,3,57,39
0,1,6,9,10,40,8,4,29,39
0,1,1,9,3,40,8,4,28,39
1,1,6,9,3,40,8,4,59,39
1,1,1,13,4,60,8,4,30,39
0,0,1,10,8,20,8,4,19,39
0,0,1,10,12,45,8,3,40,39
0,0,1,10,1,40,8,3,28,39
0,0,1,10,13,10,8,4,20,2
1,0,6,13,10,35,8,4,58,39
0,1,1,10,4,30,8,3,19,39
0,0,1,13,10,30,7,4,24,39
0,1,6,9,7,45,8,4,31,39
0,1,2,9,3,35,3,4,28,39
0,1,6,9,3,45,8,4,41,39
0,0,1,10,12,35,7,4,23,39
1,1,6,9,7,43,8,4,46,39
0,1,1,8,3,40,8,3,33,39
0,1,6,10,8,50,8,4,34,39
0,1,2,13,10,50,4,4,47,39
1,1,6,9,4,26,8,4,81,39
0,1,1,9,7,40,8,2,35,1
1,0,3,13,10,50,3,4,59,39
1,1,6,13,4,48,4,4,46,39
0,1,6,9,3,35,8,4,39,39
0,1,1,10,7,40,8,3,23,39
0,0,1,12,1,40,8,4,25,39
0,1,1,2,8,40,8,4,37,39
1,1,6,10,4,50,6,4,49,39
0,1,6,9,12,48,8,4,25,39
1,1,6,13,12,60,8,4,32,39
0,1,1,10,3,40,4,4,34,39
1,1,6,13,4,40,8,4,40,39
0,0,2,9,1,40,8,4,33,39
1,1,6,13,13,43,8,4,31,39
0,1,2,10,8,25,8,4,61,39
0,1,6,9,3,40,8,4,22,39
0,1,6,11,3,40,8,2,29,25
0,1,4,9,3,40,8,3,37,39
0,0,2,7,7,40,8,4,35,39
1,1,6,14,4,60,6,4,52,39
0,1,1,7,14,20,8,4,18,39
0,1,6,6,3,48,8,4,37,39
1,1,6,15,10,40,8,3,46,39
1,1,6,13,4,40,7,4,47,39
1,1,6,13,10,60,8,4,55,39
0,0,2,10,1,50,6,4,25,39
0,0,3,9,13,40,5,3,50,39
0,1,1,8,6,20,8,3,18,39
0,1,1,5,3,40,8,4,25,26
0,0,1,13,10,40,8,4,23,39
0,1,6,9,5,65,3,4,47,39
0,1,1,9,3,40,8,4,37,39
1,0,2,10,1,25,8,4,37,39
0,0,1,7,12,25,8,4,19,39
0,1,6,8,3,40,4,4,52,39
0,0,6,11,8,45,3,4,25,39
0,0,1,9,1,40,8,4,21,39
0,1,6,11,5,60,3,4,41,39
1,1,6,9,3,40,8,4,55,39
0,1,6,10,13,40,8,4,24,39
1,1,6,13,10,38,7,4,41,39
0,0,1,10,12,35,8,4,23,39
0,0,6,9,4,40,8,4,33,39
1,0,1,13,4,45,8,4,29,39
0,0,5,10,1,40,5,1,50,39
1,1,6,11,3,40,8,4,48,39
0,0,1,10,1,10,7,4,19,39
0,1,2,10,3,40,8,4,40,39
0,0,1,9,14,70,8,4,30,39
0,1,6,7,8,20,8,4,65,39
0,1,6,13,4,48,7,3,44,39
0,1,2,13,12,45,8,4,32,39
1,1,6,10,12,65,8,4,41,39
0,1,6,4,10,55,8,4,28,39
1,1,6,11,11,48,7,4,44,39
0,0,2,12,8,55,4,4,39,39
0,0,3,9,1,40,8,4,59,39
1,1,6,14,4,60,8,4,31,10
0,1,2,9,7,40,8,4,34,39
0,1,1,9,6,40,8,4,20,39
0,1,6,13,10,40,8,4,33,39
1,1,6,16,10,65,8,4,52,39
0,0,2,12,13,44,8,4,31,39
0,1,6,9,7,43,8,4,39,39
0,1,6,9,4,45,8,4,35,39
0,1,6,9,3,40,3,4,37,39
1,1,6,15,10,32,3,4,44,39
0,1,1,12,12,65,8,4,28,39
0,0,1,7,12,15,8,4,17,39
0,0,1,13,12,60,8,4,23,39
1,1,6,9,14,80,8,4,35,39
0,1,1,10,12,20,8,4,19,39
0,1,6,9,6,40,8,4,30,39
0,0,1,13,1,40,8,4,27,39
1,1,1,11,4,65,8,4,27,12
1,1,6,9,4,45,8,4,37,39
1,1,6,11,10,50,8,4,44,39
1,1,6,13,4,55,8,4,34,39
0,0,4,9,7,40,8,4,43,39
0,1,2,9,14,40,8,4,41,39
0,1,1,9,3,50,3,4,34,39
0,1,1,10,1,45,8,4,23,39
0,0,6,9,1,20,8,4,51,39
0,1,1,12,4,40,8,4,24,39
1,0,6,9,12,24,3,4,38,39
0,1,6,9,14,40,8,3,24,39
1,1,6,16,10,40,6,4,53,39
1,1,6,10,4,56,8,4,33,39
0,1,1,9,3,40,8,4,24,39
1,1,6,14,4,40,8,3,45,39
0,1,2,7,5,50,8,4,31,39
0,0,3,10,14,47,4,3,38,39
1,0,6,13,4,50,8,4,28,39
1,1,6,11,3,50,8,4,38,39
0,1,1,13,4,50,8,4,25,39
0,1,1,10,8,40,8,4,29,39
0,0,1,9,10,50,8,4,29,39
1,1,6,9,14,50,8,4,48,39
0,0,1,11,1,40,8,2,24,30
0,0,1,9,8,30,8,4,31,39
0,1,2,10,4,45,8,4,36,39
1,1,6,13,10,50,8,4,62,39
0,0,1,13,12,40,8,4,25,39
0,0,2,9,1,40,8,4,55,39
0,0,1,10,12,40,8,4,21,31
0,1,6,5,5,45,8,4,60,39
0,1,2,12,3,40,8,4,41,39
0,1,6,9,3,40,5,4,43,39
1,1,6,9,7,40,8,4,30,39
0,1,6,10,10,40,8,4,47,39
0,1,6,9,7,40,8,4,50,39
1,1,6,9,12,55,6,4,41,39
0,1,1,9,3,40,8,4,23,33
0,1,1,12,12,40,8,4,30,9
0,0,2,9,13,40,8,4,35,39
0,0,2,10,10,35,8,4,25,39
0,1,6,15,4,20,8,4,61,39
0,0,2,9,10,40,5,4,35,39
0,0,2,9,10,40,7,4,35,39
0,1,6,9,11,40,8,4,38,34
0,1,1,11,3,40,3,4,27,39
0,0,3,2,8,35,8,4,51,32
0,0,2,12,12,40,3,4,55,39
0,1,6,13,12,55,8,4,45,39
0,0,6,11,1,40,8,3,33,39
0,1,1,10,13,40,5,3,25,39
1,1,6,16,4,38,8,4,52,39
0,0,2,10,7,17,8,4,46,39
0,0,6,10,12,20,8,4,34,39
0,1,6,13,10,40,5,4,52,39
0,0,2,10,8,40,8,4,47,39
0,0,2,13,10,40,8,3,46,39
1,1,6,10,12,60,6,4,36,39
1,0,6,10,4,40,8,4,34,39
0,1,1,9,3,65,8,4,36,39
0,1,1,9,1,40,8,4,31,39
1,0,6,9,8,40,3,4,31,39
0,1,6,13,3,40,4,4,38,39
0,0,2,10,4,35,4,4,57,39
0,1,1,12,12,20,8,4,24,39
0,1,2,9,5,45,8,4,37,39
1,1,6,10,3,72,3,4,69,39
1,1,6,14,10,40,8,4,39,39
0,1,2,11,3,40,8,4,38,39
0,1,1,9,6,40,5,3,34,39
0,0,1,9,12,40,8,4,21,39
0,0,1,10,8,20,8,4,21,39
0,1,6,9,14,40,8,4,61,39
0,1,6,9,1,45,8,4,35,39
0,1,1,10,12,55,8,3,29,28
0,1,2,9,4,45,4,4,41,39
1,0,2,14,10,40,8,4,52,39
0,0,1,8,8,17,8,4,38,39
0,1,6,9,5,50,3,4,51,39
0,1,6,9,8,40,8,2,55,30
0,0,1,10,7,40,8,4,20,39
0,1,1,10,4,40,8,4,23,39
0,1,6,12,3,40,8,4,24,39
0,1,2,13,4,40,8,4,48,39
0,0,1,9,8,40,8,4,22,39
0,0,1,10,8,15,5,4,22,39
0,0,1,10,1,40,8,3,28,39
1,1,6,14,12,45,8,4,28,10
1,1,6,13,4,55,8,4,34,39
0,1,1,9,1,40,8,3,25,39
0,1,2,9,3,50,8,4,48,39
0,1,6,9,11,43,4,4,32,39
0,1,1,5,3,35,8,1,31,39
0,0,2,10,1,35,4,4,56,39
0,1,1,11,5,75,3,1,22,39
0,1,1,13,13,50,8,4,27,39
0,0,1,9,1,40,7,3,27,39
0,1,6,14,10,45,4,4,30,39
0,0,1,10,12,40,8,4,33,39
1,1,6,13,10,43,8,4,50,39
0,0,1,10,12,22,8,4,19,39
0,1,6,9,12,40,8,4,42,39
0,1,6,9,1,40,7,3,37,39
0,1,1,9,1,40,8,4,26,39
0,0,4,10,10,40,8,4,43,39
0,0,2,9,1,40,8,4,47,39
1,0,6,13,1,40,8,4,26,39
0,0,1,10,1,40,8,4,24,39
0,0,2,7,8,70,8,4,34,39
0,1,6,9,14,45,3,4,33,39
1,0,1,14,10,40,8,2,35,36
1,1,6,9,3,50,8,4,57,39
0,1,6,9,1,7,8,4,45,39
0,0,4,10,7,40,8,3,42,39
0,1,1,13,4,35,8,4,25,39
1,1,6,9,4,40,8,4,56,39
0,1,1,9,3,40,8,4,25,39
0,1,1,13,7,50,8,4,23,39
0,1,6,10,11,50,4,4,35,39
0,1,1,5,8,52,8,4,28,39
1,1,6,12,3,60,8,4,41,39
0,1,1,9,3,40,8,4,26,39
0,0,2,9,8,30,8,3,37,39
0,1,2,13,8,40,8,4,30,39
0,1,4,13,13,40,8,4,42,39
0,0,2,11,8,30,8,4,38,39
1,1,6,13,12,60,8,4,27,39
1,0,6,9,1,40,7,4,43,39
0,1,6,9,3,40,8,4,41,39
0,1,1,9,1,40,8,4,25,39
0,1,1,13,8,40,8,4,23,39
1,1,6,13,10,40,8,4,68,21
0,1,1,6,8,25,8,4,17,39
0,0,1,13,4,40,3,4,45,39
1,1,2,11,4,40,8,4,45,39
1,1,6,10,12,40,8,4,30,39
0,0,2,10,10,20,5,4,49,39
1,1,6,10,3,45,8,4,42,39
0,0,1,9,8,40,8,4,29,39
0,0,1,10,8,40,4,4,21,39
0,0,1,10,8,19,8,4,20,39
0,0,2,7,8,35,8,3,59,39
0,1,6,6,3,55,8,4,26,39
0,0,1,14,8,37,8,4,25,39
1,1,6,9,14,55,8,4,33,39
0,0,2,9,8,40,8,4,35,39
1,1,6,9,3,40,7,4,45,39
0,1,6,10,12,28,8,4,66,39
0,1,6,9,12,12,8,4,72,39
0,0,1,10,1,12,8,4,21,39
0,1,6,10,5,60,8,4,39,39
1,1,6,9,3,40,8,4,41,39
0,1,1,10,10,12,8,4,22,39
1,1,6,10,4,50,6,4,49,39
0,1,1,13,1,32,8,4,24,39
0,1,6,7,7,40,8,4,25,39
0,1,6,10,1,40,8,4,26,39
0,1,2,9,3,40,8,4,50,39
0,0,1,9,8,40,8,4,23,39
0,1,2,6,12,48,8,4,41,39
0,1,2,9,11,40,8,4,60,39
0,1,6,13,1,14,4,4,77,39
0,0,2,10,8,60,8,4,62,39
0,1,1,10,3,35,8,4,22,39
0,0,2,10,1,40,8,4,37,39
0,1,1,7,6,10,8,4,17,39
1,0,1,14,1,40,7,4,52,39
0,1,1,9,3,35,8,4,31,39
0,1,1,13,10,40,7,4,23,39
0,1,1,9,3,50,6,4,27,26
0,0,6,10,4,45,6,4,38,39
0,0,1,6,8,40,8,4,23,39
0,0,1,10,1,40,5,3,22,39
0,1,6,9,5,40,3,4,61,39
0,1,6,3,7,40,8,4,55,26
0,0,1,10,8,40,8,4,23,39
0,0,5,3,8,40,8,2,39,30
1,1,6,16,4,50,4,4,38,39
0,0,1,10,1,40,8,4,25,39
0,1,1,13,12,44,8,2,25,30
0,1,6,10,12,24,8,4,66,39
0,0,6,10,1,40,8,4,30,39
0,1,1,9,5,40,8,4,32,39
1,1,6,10,12,40,8,4,43,39
0,1,1,4,12,30,8,4,18,26
0,1,1,7,3,60,8,4,20,39
0,1,1,9,14,45,8,3,20,39
0,0,2,14,4,40,8,3,34,39
0,1,5,12,7,40,8,4,33,39
0,1,6,9,12,60,8,4,40,39
1,1,6,9,12,60,8,4,33,39
0,1,1,9,7,42,8,4,30,39
0,0,1,1,6,30,4,4,41,39
0,0,1,10,1,12,8,4,20,39
1,1,6,13,12,50,3,4,40,39
0,1,2,13,4,40,3,4,44,39
0,0,6,3,7,35,8,2,50,30
0,1,6,9,6,25,4,4,30,39
0,1,2,10,12,40,8,4,45,39
0,0,1,13,10,40,8,4,25,39
0,1,6,10,7,40,8,4,25,39
1,1,6,9,5,40,5,4,55,39
0,0,1,10,8,30,8,4,26,39
0,1,1,10,7,40,8,4,22,39
0,1,2,9,3,40,3,4,41,39
0,1,1,11,11,40,8,4,21,39
0,1,6,9,7,40,8,4,39,39
0,1,1,7,12,15,8,4,18,39
0,1,2,7,11,40,8,4,60,39
0,1,1,10,6,20,8,4,22,39
1,0,1,10,11,40,4,3,39,39
0,1,6,9,1,40,8,4,34,39
0,0,2,10,1,40,8,4,53,39
0,1,1,9,12,60,8,3,27,39
0,1,6,10,6,50,8,3,37,39
